S1_Std,S1_Diff,S1_Waveform,S2_Std,S2_Diff,S2_Waveform,Label
3.23332646,-4,16,10.74176894,-12,33,0
3.157530681,6,16,10.7895505,-2,33,0
3.027143868,-2,16,10.56312454,5,33,0
2.994929048,2,16,10.40084612,11,33,0
2.993927187,0,16,10.52235715,10,33,0
2.961148426,0,16,10.54303562,0,33,0
2.947812748,0,16,10.48648654,-3,33,0
2.927182946,-2,16,10.38652974,-6,33,0
2.941020231,3,16,10.42220706,-9,33,0
2.93421199,-2,16,10.53876653,-7,33,0
2.899379244,-2,16,10.38901343,0,31,0
2.899379244,-2,16,10.22185893,11,31,0
2.920616373,1,16,10.28515435,11,31,0
2.981006541,7,16,10.35961389,6,31,0
2.920547894,-1,16,10.33489236,-2,31,0
2.878610776,-4,16,10.21402957,-7,31,0
2.88444102,-1,16,10.22303282,-11,31,0
2.976172038,-4,16,10.44099612,-11,31,0
2.855801114,1,14,10.41093656,1,31,0
2.842534081,3,14,10.2019606,11,31,0
2.841760018,1,14,10.26623592,13,31,0
2.906269086,5,14,10.30652221,3,31,0
2.906269086,-2,14,10.30652221,1,31,0
2.898275349,-3,14,10.22,-8,31,0
2.993593159,-5,14,10.20149009,-8,31,0
3.02654919,2,14,10.45554398,-13,31,0
3.02654919,-1,14,10.45554398,1,31,0
3.031105409,3,14,10.36341643,8,31,0
3.063592662,-2,14,10.36733331,11,31,0
3.111269837,7,14,10.47854952,9,31,0
3.184713488,3,14,10.45158361,1,31,0
3.184713488,-6,14,10.37737925,-6,31,0
3.186283101,0,14,10.34850714,-6,31,0
3.186283101,-1,14,10.53833004,-16,31,0
3.170173497,0,14,10.46135746,2,31,0
3.170173497,-1,14,10.29502793,7,31,0
3.166133288,2,14,10.27120246,7,31,0
3.186785214,2,14,10.4215354,11,31,0
3.206243908,1,14,10.4215354,0,31,0
3.161581883,3,14,10.37352399,-1,31,0
2.914035003,-6,12,10.2776651,-8,31,0
2.916779045,-2,12,10.39199692,-15,31,0
3.05450487,-6,14,10.5403795,-7,33,0
3.002399041,6,14,10.35569409,10,33,0
2.968433931,1,14,10.27314947,8,33,0
2.957093167,3,14,10.36193032,10,33,0
2.979932885,0,14,10.40223053,2,33,0
3.021522795,1,14,10.44605189,1,33,0
3.041315505,-1,14,10.4043068,-9,33,0
3.047950131,-4,14,10.48925164,-13,33,0
3.080519437,-4,14,10.59775448,-7,33,0
3.11056265,2,14,10.52509382,5,33,0
3.11056265,3,14,10.44268165,10,33,0
3.143819333,4,14,10.54440136,12,33,0
3.232645975,2,14,10.6170429,4,33,0
3.244934514,-3,14,10.6391917,-2,33,0
3.238765197,-3,14,10.58444141,-9,33,0
3.256746843,-2,14,10.63232806,-11,33,0
3.357439501,-4,14,10.84354186,-9,33,0
3.435171029,1,14,10.86883618,2,33,0
3.459768778,2,14,10.71464418,11,33,0
3.433307443,4,14,10.77545359,12,33,0
3.428177358,1,14,10.83005078,3,33,0
3.384021277,1,14,10.75873599,0,33,0
3.340718486,-3,14,10.62489529,-8,33,0
3.344488003,-1,14,10.62178893,-9,33,0
3.390634159,-3,14,10.83972324,-11,33,0
3.390634159,-1,14,10.83972324,0,33,0
3.344488003,4,14,10.65136611,11,33,0
3.342813187,2,14,10.70371898,14,33,0
3.41063044,4,14,10.75957248,3,33,0
3.366244198,-2,14,10.72054103,-2,33,0
3.346699867,-4,14,10.58383673,-6,33,0
3.346699867,1,14,10.56728915,-6,33,0
3.318794962,-4,14,10.89588913,-17,34,0
3.318794962,1,14,10.89588913,3,34,0
3.274385439,5,14,10.71150783,11,34,0
3.3346664,3,14,10.70627853,12,34,0
3.359523776,0,14,10.89065655,8,34,0
3.446099244,2,14,10.91437584,-1,34,0
3.341915618,-4,14,10.8133991,-5,34,0
3.342095151,-3,14,10.76245325,-7,34,0
3.377336228,-3,14,11,-18,34,0
3.411099529,0,14,11.05433851,0,34,0
3.411744422,4,14,10.98173028,8,34,0
3.422805867,-3,14,10.95927005,7,34,0
3.422805867,3,14,11.04362259,11,34,0
3.493765877,5,14,11.02145181,2,34,0
3.493765877,-2,14,10.95992701,-2,34,0
3.374077652,-2,14,10.85248359,-5,34,0
3.377869151,-3,14,10.9668774,-17,34,0
3.616683564,-8,16,11.11555667,-5,34,0
3.521363372,5,16,10.9559299,5,34,0
3.517328532,4,16,10.90396258,14,34,0
3.518863453,1,16,11.05621997,11,34,0
3.496798536,-1,16,11.09515209,-1,34,0
3.483446569,2,16,11.07481828,-1,34,0
3.44,-2,16,10.92329621,-11,34,0
3.460693572,-4,16,11.03405637,-12,34,0
3.461155876,5,16,11.13410975,-2,34,0
3.387270287,-1,16,10.98078321,5,34,0
3.36071421,1,16,10.88294078,12,34,0
3.428177358,4,16,11.05768511,11,34,0
3.395820961,-3,16,11.05768511,-3,34,0
3.304602851,0,16,10.9648347,0,34,0
3.304602851,1,16,10.81186385,-10,34,0
3.304602851,-3,16,10.82739119,-7,34,0
3.342154993,-4,16,11.07111557,-12,34,0
3.257974831,1,16,11.04393046,3,34,0
3.178427284,2,16,10.87619419,13,34,0
3.146045136,2,16,10.94438669,11,34,0
3.186785214,3,16,11.00152717,3,34,0
3.219254572,0,16,11.02406459,1,34,0
3.219254572,-1,16,10.9260972,-7,34,0
3.226205201,-1,16,10.91422924,-8,34,0
3.280243893,-6,16,11.09163649,-13,34,0
3.385911989,-3,16,11.06424873,0,34,0
3.305086988,6,16,10.85771615,10,34,0
3.318132005,4,16,10.8793566,12,34,0
3.376921675,2,16,10.98282295,7,34,0
3.440290685,2,16,11.05486318,1,34,0
3.456935059,-3,16,11.0232663,-7,34,0
3.456935059,-5,16,11.01034059,-8,34,0
3.49336514,-2,16,11.21042372,-15,34,0
3.451898029,1,16,11.08873302,0,33,0
3.433715189,0,16,10.89897243,8,33,0
3.447665877,0,16,10.87647002,9,33,0
3.40728631,5,16,10.98209452,11,33,0
3.504511378,-10,16,10.83928042,-5,33,0
3.438371708,12,16,10.69394221,-2,33,0
3.41970759,-6,16,10.61877582,-6,33,0
3.44818793,-2,16,10.79214529,-14,33,0
3.563649814,-4,16,10.82199612,-3,33,0
3.549422488,5,16,10.68046815,7,33,0
3.57121828,5,16,10.6271539,12,33,0
3.623754959,2,16,10.78200352,11,33,0
3.683748091,0,16,10.952187,4,35,0
3.65535224,0,16,10.9318068,-6,35,0
3.637636595,-2,16,10.85172797,-8,35,0
3.642471688,-5,16,10.94100544,-14,35,0
3.685864892,-2,16,11.16967323,-9,37,0
3.638736044,-4,15,11.08745237,6,37,0
3.61131555,11,15,10.95985401,15,37,0
3.648342089,1,15,11.08433128,11,37,0
3.666060556,-1,15,11.08433128,1,37,0
3.670912693,-4,15,11.04536102,-3,37,0
3.663932314,1,15,10.94524554,-7,37,0
3.668460167,-1,15,11.00298141,-11,37,0
3.647519705,-2,15,11.10315271,-8,37,0
3.651027253,2,15,11.05687117,4,37,0
3.65535224,0,15,10.98544492,11,37,0
3.661966685,3,15,11.10619647,13,37,0
3.621104804,1,15,11.10619647,2,37,0
3.701945434,3,15,11.22504343,2,37,0
3.713542783,-3,15,11.17549104,-8,37,0
3.69459064,-3,15,11.19042448,-12,37,0
3.798368071,-6,15,11.38567521,-12,37,0
3.822878497,1,15,11.32600547,0,37,0
3.808884351,3,15,11.13856364,12,37,0
3.805259518,2,15,11.18729637,12,37,0
3.86284869,5,15,11.2626995,5,37,0
3.846088923,-2,15,11.24306008,-2,37,0
3.817276516,-1,15,11.12879149,-5,37,0
3.796630085,-2,15,11.10317072,-8,37,0
3.831240008,-4,15,11.30069024,-13,37,0
3.883297568,-2,15,11.32785946,-1,37,0
3.75574227,5,15,11.14242343,12,37,0
3.773592453,4,15,11.14854251,10,37,0
3.813449882,2,15,11.2999292,9,37,0
3.910242959,3,16,11.2999292,-1,37,0
3.8512855,-3,16,11.17606371,-5,37,0
3.814131618,-5,16,11.12239183,-9,37,0
3.85559334,-4,16,11.37956062,-17,37,0
3.8419266,2,16,11.37956062,2,37,0
3.831448812,3,16,11.20349945,10,37,0
3.818690875,-1,16,11.16116481,7,37,0
3.806573262,1,16,11.24257978,8,37,0
3.903280671,6,16,11.22098035,2,37,0
3.758776397,-6,16,11.20822912,-5,37,0
3.709932614,-2,16,11.17955276,-6,37,0
3.735719476,-2,16,11.35598521,-15,37,0
3.705185555,4,16,11.35598521,0,37,0
3.549028036,0,16,11.14156183,7,37,0
3.529532547,0,16,11.04697244,8,37,0
3.529532547,2,16,11.16438982,11,37,0
3.529532547,2,16,11.18749302,2,37,0
3.482298092,-6,16,10.99288861,-6,36,0
3.458323293,-2,16,10.88979339,-9,36,0
3.518863453,-2,16,11.06048824,-13,36,0
3.505709629,6,16,11.1270661,0,36,0
3.456935059,-2,16,10.82310491,6,33,0
3.263372489,-1,14,10.63625874,8,33,0
3.244009864,2,14,10.72238779,10,33,0
3.377869151,8,14,10.76891824,4,33,0
3.377869151,-5,14,10.74662738,-2,33,0
3.3717058,-2,14,10.66725832,-9,33,0
3.389690251,-3,14,10.75778788,-13,33,0
3.418830209,-1,14,10.99681772,-8,34,0
3.418830209,0,14,10.91780198,5,34,0
3.418830209,2,14,10.7876967,11,34,0
3.430510166,4,14,10.89219904,13,34,0
3.424908758,-3,14,10.85312858,-1,34,0
3.407110212,1,14,10.74953022,-1,34,0
3.31517722,0,14,10.52045626,-6,33,0
3.293933818,-1,14,10.4900715,-9,33,0
3.326018641,-3,14,10.76876966,-12,33,0
3.210046729,2,14,10.71492417,4,33,0
3.118717685,1,14,10.4872494,12,33,0
3.137897385,4,14,10.61101315,14,33,0
3.197561571,1,14,10.81815141,5,35,0
3.22763071,1,14,10.84258272,-3,35,0
3.297332255,0,14,10.77775487,-7,35,0
3.333226665,-9,14,10.76104084,-11,35,0
3.459710971,-3,14,11.04977828,-14,35,0
3.562078045,-1,15,11.1371271,0,35,0
3.459537541,5,15,10.95445115,11,35,0
3.471253376,0,15,10.99992727,15,35,0
3.538869876,8,15,11.14271062,6,35,0
3.482814953,-5,15,11.07070007,-2,35,0
3.321987357,1,15,10.93800713,-5,35,0
3.256009828,-2,15,10.86278049,-8,35,0
3.260736113,-1,15,11.03311379,-13,35,0
3.324394682,-5,15,10.97662972,-1,35,0
3.324394682,4,15,10.80890374,9,35,0
3.364758535,6,15,10.80340687,10,35,0
3.385911989,-1,15,10.95446941,9,35,0
3.385911989,-2,15,10.99398017,-1,35,0
3.385911989,6,15,10.95446941,-2,35,0
3.423448554,-3,15,10.92490732,-6,35,0
3.451144738,-7,15,11.05385001,-16,35,0
3.436509857,6,15,11.02970535,-1,35,0
3.453925303,0,15,10.87472298,8,35,0
3.487635302,1,15,10.83566334,8,35,0
3.541807448,1,15,11.00588933,11,35,0
3.814131618,6,18,11.10344091,2,35,0
3.83854139,-5,18,11.05846282,-4,35,0
3.831501011,-6,18,11.00707045,-11,35,0
3.914077158,-6,18,11.1642465,-14,35,0
3.914077158,1,18,11.24782646,-4,35,0
3.933497172,3,18,11.18035778,6,35,0
3.961060464,-1,18,11.1244056,9,35,0
3.949886074,2,18,11.17692265,10,35,0
3.952518185,3,18,11.17692265,2,35,0
3.819738211,0,18,11.11172354,1,35,0
3.805259518,-1,18,11,-7,35,0
3.811351466,-2,18,11.02631398,-10,35,0
3.827322824,-2,18,11.06614657,-6,35,0
3.811351466,1,18,10.90183471,0,35,0
3.784177586,1,18,10.74511982,10,35,0
3.778306499,1,18,10.80779348,11,35,0
3.778306499,3,18,10.82803768,3,35,0
3.777618297,-2,18,10.84636345,-1,35,0
3.784177586,-2,18,10.79118158,-7,35,0
3.790303418,0,18,10.81191935,-9,35,0
3.843123729,-3,18,10.98910369,-10,35,0
3.827531842,2,18,10.87067615,1,35,0
3.822093667,3,18,10.70700705,9,35,0
3.821832021,0,18,10.75360405,13,35,0
3.806363094,2,18,10.77569487,5,35,0
3.75893602,-1,18,10.6456376,-1,34,0
3.676356892,-1,18,10.51264001,-5,34,0
3.601610751,-3,18,10.4747315,-9,34,0
3.576646474,1,18,10.64706532,-12,34,0
3.544234755,-4,18,10.55350179,-1,34,0
3.422046172,2,17,10.27277957,9,33,0
3.41268223,5,17,10.23955077,11,33,0
3.453056617,3,17,10.36071426,9,33,0
3.383725757,-2,17,10.33587926,-1,33,0
3.440930107,2,17,10.27830725,-4,33,0
3.440930107,-3,17,10.23960937,-7,33,0
3.447259781,-3,17,10.43703023,-16,33,0
3.499942857,-3,17,10.43703023,0,33,0
3.41227197,1,17,10.2776651,6,33,0
3.4,2,17,10.23767552,9,33,0
3.4,5,17,10.37581804,12,33,0
3.583517825,5,17,10.42696504,2,33,0
3.633180425,-4,17,10.40624812,-4,33,0
3.528455753,-3,17,10.33264729,-7,33,0
3.504283094,-3,17,10.49296907,-17,33,0
3.556177723,-4,17,10.60067922,-3,33,0
3.622154055,0,17,10.53430586,6,33,0
3.604219749,6,17,10.50830148,11,33,0
3.574576898,1,17,10.62871582,11,33,0
3.520284079,0,17,10.56070073,-1,33,0
3.180188674,0,15,10.38315944,-3,32,0
3.065681001,-2,15,10.25134138,-6,32,0
3.069136686,1,15,10.34725084,-12,32,0
2.962498945,-3,14,10.32327467,-2,32,0
2.888875214,0,14,10.12009881,3,31,0
2.877568418,1,14,9.996079231,9,31,0
2.844573782,2,14,10.08214263,10,31,0
2.849842101,1,14,10.20541033,4,31,0
2.865309756,1,14,10.20541033,-4,31,0
2.865309756,-1,14,10.10393983,-7,31,0
2.863843571,-2,14,10.15984252,-11,31,0
2.920890275,-4,14,10.37682032,-8,31,0
2.920890275,1,14,10.37682032,4,31,0
2.905443168,4,14,10.23335722,12,31,0
2.909364192,1,14,10.33674997,11,31,0
2.918150099,0,14,10.4417623,3,31,0
3.001066477,4,14,10.46443501,-1,31,0
3.008055851,-4,14,10.37157654,-9,31,0
3.008055851,-3,14,10.38770427,-9,31,0
3.04032893,-2,14,10.61252091,-11,31,0
3.014365605,0,14,10.61252091,1,31,0
3.001599574,5,14,10.42450958,13,31,0
